company_name,order_time,product_name,price,quantity,total_price,customer_count,day_of_week,hour
Oqtepa Lavash,2026-03-20 11:53:51,Burger,26000,3,78000,1,Friday,11
Oqtepa Lavash,2026-03-03 10:49:25,Hot-dog,21500,1,21500,1,Tuesday,10
KFC,2026-03-06 03:29:41,Burger,28000,3,84000,2,Friday,3
KFC,2026-03-10 11:38:50,Pizza,40000,1,40000,1,Tuesday,11
KFC,2026-03-22 12:39:36,Burger,27000,1,27000,1,Sunday,12
Max Way,2026-03-26 12:39:13,Burger,32500,1,32500,2,Thursday,12
Oqtepa Lavash,2026-03-07 09:39:17,Burger,22000,5,110000,2,Saturday,9
KFC,2026-02-26 14:36:51,Pizza,36000,1,36000,3,Thursday,14
Oqtepa Lavash,2026-03-27 14:57:07,Burger,27500,4,110000,1,Friday,14
KFC,2026-03-21 17:56:41,Lavash,26000,1,26000,1,Saturday,17
Evos,2026-03-04 10:31:45,Fries,19000,3,57000,1,Wednesday,10
Oqtepa Lavash,2026-03-03 13:58:19,Hot-dog,23000,5,115000,1,Tuesday,13
Evos,2026-03-21 12:24:43,Cola,18000,4,72000,1,Saturday,12
KFC,2026-03-16 18:50:23,Pizza,37000,2,74000,1,Monday,18
Evos,2026-03-07 20:08:58,Fries,18000,2,36000,1,Saturday,20
Oqtepa Lavash,2026-03-25 11:26:58,Pizza,33500,1,33500,1,Wednesday,11
Oqtepa Lavash,2026-03-10 10:16:51,Lavash,28000,1,28000,1,Tuesday,10
Evos,2026-03-13 13:29:45,Cola,15000,4,60000,1,Friday,13
Evos,2026-03-14 15:33:22,Lavash,34500,5,172500,1,Saturday,15
Oqtepa Lavash,2026-02-28 11:56:54,Burger,32000,1,32000,1,Saturday,11
Oqtepa Lavash,2026-03-03 10:36:32,Lavash,31500,4,126000,1,Tuesday,10
Feed Up,2026-03-12 15:45:03,Lavash,36000,1,36000,1,Thursday,15
Max Way,2026-02-27 22:51:32,Lavash,33500,5,167500,2,Friday,22
Max Way,2026-03-01 16:33:17,Lavash,29500,2,59000,2,Sunday,16
KFC,2026-03-15 19:23:39,Fries,19500,1,19500,2,Sunday,19
Oqtepa Lavash,2026-03-08 16:06:07,Hot-dog,19500,1,19500,3,Sunday,16
Max Way,2026-03-07 20:40:30,Lavash,31500,3,94500,2,Saturday,20
Oqtepa Lavash,2026-03-10 01:48:09,Lavash,26000,1,26000,1,Tuesday,1
Oqtepa Lavash,2026-03-25 20:07:18,Burger,36000,1,36000,2,Wednesday,20
Evos,2026-03-15 13:15:51,Lavash,25000,1,25000,1,Sunday,13
Oqtepa Lavash,2026-03-02 10:05:57,Fries,18000,5,90000,1,Monday,10
Evos,2026-03-05 12:21:09,Hot-dog,21500,2,43000,1,Thursday,12
Evos,2026-03-16 13:03:09,Lavash,31000,3,93000,1,Monday,13
Evos,2026-03-24 20:58:43,Cola,16500,2,33000,1,Tuesday,20
Max Way,2026-03-26 19:11:05,Burger,24500,4,98000,1,Thursday,19
KFC,2026-03-02 11:51:50,Lavash,27000,2,54000,1,Monday,11
KFC,2026-03-16 12:33:18,Lavash,35500,2,71000,1,Monday,12
Evos,2026-03-07 20:57:28,Fries,19500,1,19500,1,Saturday,20
Evos,2026-02-27 11:25:43,Burger,30000,2,60000,1,Friday,11
Oqtepa Lavash,2026-03-07 08:01:09,Cola,17500,1,17500,1,Saturday,8
KFC,2026-03-07 12:32:02,Fries,21000,1,21000,1,Saturday,12
Evos,2026-03-21 18:14:26,Burger,28000,3,84000,1,Saturday,18
Max Way,2026-03-18 10:44:55,Hot-dog,15500,1,15500,2,Wednesday,10
Feed Up,2026-03-21 11:28:59,Lavash,31000,1,31000,2,Saturday,11
Evos,2026-03-22 19:28:03,Burger,25500,3,76500,1,Sunday,19
KFC,2026-03-14 18:51:14,Pizza,33000,4,132000,2,Saturday,18
Max Way,2026-03-11 20:34:23,Burger,34000,2,68000,1,Wednesday,20
Max Way,2026-03-08 07:47:15,Burger,29500,1,29500,2,Sunday,7
Feed Up,2026-03-19 21:37:05,Hot-dog,21000,2,42000,1,Thursday,21
Evos,2026-03-12 11:56:24,Pizza,34500,3,103500,1,Thursday,11
Max Way,2026-03-19 04:22:45,Fries,20500,3,61500,1,Thursday,4
Feed Up,2026-03-01 19:36:12,Burger,33500,2,67000,2,Sunday,19
KFC,2026-03-23 00:16:25,Cola,15500,4,62000,1,Monday,0
Feed Up,2026-03-01 21:11:28,Burger,25500,2,51000,2,Sunday,21
Oqtepa Lavash,2026-03-27 20:42:24,Hot-dog,16000,1,16000,1,Friday,20
Feed Up,2026-03-01 23:56:50,Lavash,27500,2,55000,1,Sunday,23
Max Way,2026-03-22 00:35:04,Pizza,40000,2,80000,1,Sunday,0
Evos,2026-03-18 18:33:01,Lavash,29500,4,118000,2,Wednesday,18
Max Way,2026-03-11 14:31:50,Burger,23500,1,23500,2,Wednesday,14
Oqtepa Lavash,2026-03-13 20:06:06,Hot-dog,24000,1,24000,2,Friday,20
KFC,2026-03-09 13:31:28,Pizza,33000,2,66000,3,Monday,13
Oqtepa Lavash,2026-03-14 08:37:52,Hot-dog,17500,1,17500,1,Saturday,8
KFC,2026-03-26 12:15:54,Fries,22000,3,66000,1,Thursday,12
KFC,2026-03-06 14:42:39,Burger,27500,2,55000,1,Friday,14
Oqtepa Lavash,2026-03-20 20:46:33,Burger,35000,2,70000,1,Friday,20
Max Way,2026-03-19 14:31:16,Pizza,38000,2,76000,3,Thursday,14
Max Way,2026-03-08 22:59:39,Pizza,35000,3,105000,1,Sunday,22
Max Way,2026-03-15 15:48:07,Burger,27500,2,55000,2,Sunday,15
KFC,2026-02-28 12:16:27,Pizza,40000,2,80000,1,Saturday,12
KFC,2026-02-28 13:37:36,Lavash,27000,1,27000,1,Saturday,13
Evos,2026-03-05 14:35:13,Pizza,30500,1,30500,1,Thursday,14
Evos,2026-03-19 14:14:15,Hot-dog,20000,4,80000,1,Thursday,14
KFC,2026-03-15 11:35:31,Lavash,28000,2,56000,1,Sunday,11
Evos,2026-03-15 18:12:18,Lavash,35500,2,71000,1,Sunday,18
Max Way,2026-03-01 15:05:28,Lavash,34000,2,68000,1,Sunday,15
Feed Up,2026-03-05 17:43:46,Lavash,31000,2,62000,2,Thursday,17
Max Way,2026-03-26 18:31:46,Burger,37000,3,111000,1,Thursday,18
Oqtepa Lavash,2026-03-24 18:13:19,Lavash,34000,1,34000,1,Tuesday,18
Max Way,2026-02-28 12:22:02,Hot-dog,24000,1,24000,3,Saturday,12
Evos,2026-03-13 19:12:24,Pizza,39000,3,117000,1,Friday,19
Max Way,2026-03-03 16:12:12,Cola,17000,1,17000,1,Tuesday,16
Feed Up,2026-03-27 19:34:20,Hot-dog,20000,1,20000,1,Friday,19
Oqtepa Lavash,2026-03-15 21:17:51,Hot-dog,16500,1,16500,2,Sunday,21
Evos,2026-03-12 19:30:16,Lavash,33500,1,33500,1,Thursday,19
Max Way,2026-03-26 08:33:51,Lavash,25000,2,50000,2,Thursday,8
Max Way,2026-03-25 17:13:09,Pizza,40000,2,80000,1,Wednesday,17
Feed Up,2026-03-14 19:56:40,Burger,24000,1,24000,1,Saturday,19
Max Way,2026-03-07 12:03:41,Fries,15500,4,62000,2,Saturday,12
Oqtepa Lavash,2026-03-18 12:19:53,Cola,16000,4,64000,1,Wednesday,12
Feed Up,2026-03-02 08:14:21,Lavash,35000,1,35000,1,Monday,8
KFC,2026-03-17 15:00:31,Lavash,25000,3,75000,1,Tuesday,15
Oqtepa Lavash,2026-03-08 06:51:39,Lavash,29000,4,116000,1,Sunday,6
KFC,2026-02-27 05:50:15,Hot-dog,24000,2,48000,3,Friday,5
Evos,2026-03-21 08:12:21,Pizza,32000,1,32000,2,Saturday,8
KFC,2026-02-26 09:18:40,Hot-dog,16500,2,33000,1,Thursday,9
Oqtepa Lavash,2026-03-15 13:42:53,Lavash,25000,2,50000,3,Sunday,13
Oqtepa Lavash,2026-03-04 10:25:23,Lavash,35500,3,106500,1,Wednesday,10
Oqtepa Lavash,2026-03-21 06:57:27,Cola,17500,3,52500,1,Saturday,6
Evos,2026-02-28 12:30:35,Pizza,32500,2,65000,2,Saturday,12
Evos,2026-03-15 09:52:37,Fries,21500,1,21500,2,Sunday,9
Max Way,2026-03-15 16:32:07,Lavash,28500,1,28500,1,Sunday,16
Evos,2026-03-26 18:25:57,Fries,19500,2,39000,1,Thursday,18
Oqtepa Lavash,2026-03-07 00:07:53,Lavash,26500,4,106000,1,Saturday,0
Oqtepa Lavash,2026-03-01 16:32:41,Fries,17000,3,51000,1,Sunday,16
Feed Up,2026-03-13 13:39:19,Burger,24000,3,72000,1,Friday,13
Evos,2026-03-01 18:29:56,Hot-dog,20000,5,100000,3,Sunday,18
Feed Up,2026-03-06 17:07:58,Burger,32000,1,32000,1,Friday,17
Evos,2026-03-24 07:03:33,Pizza,35000,4,140000,1,Tuesday,7
Oqtepa Lavash,2026-03-14 09:15:18,Fries,16000,2,32000,3,Saturday,9
Feed Up,2026-03-01 18:47:58,Hot-dog,19000,2,38000,3,Sunday,18
Oqtepa Lavash,2026-03-05 19:00:08,Lavash,29000,1,29000,2,Thursday,19
KFC,2026-03-05 13:51:02,Lavash,31000,2,62000,1,Thursday,13
KFC,2026-03-19 17:40:59,Pizza,39000,3,117000,1,Thursday,17
KFC,2026-03-18 21:19:03,Fries,19000,3,57000,2,Wednesday,21
Max Way,2026-02-28 13:21:11,Fries,21000,1,21000,2,Saturday,13
Evos,2026-03-18 20:23:54,Fries,15500,1,15500,2,Wednesday,20
KFC,2026-03-23 21:09:18,Pizza,37000,3,111000,1,Monday,21
Oqtepa Lavash,2026-03-06 06:47:51,Burger,28500,2,57000,1,Friday,6
KFC,2026-03-26 18:14:37,Hot-dog,23500,1,23500,1,Thursday,18
Max Way,2026-03-14 19:32:36,Lavash,27000,4,108000,2,Saturday,19
Feed Up,2026-03-21 13:41:27,Pizza,38000,1,38000,2,Saturday,13
KFC,2026-03-02 20:22:57,Lavash,31000,3,93000,1,Monday,20
Max Way,2026-03-15 07:05:46,Pizza,36500,3,109500,1,Sunday,7
Max Way,2026-03-07 12:29:46,Pizza,30500,2,61000,2,Saturday,12
Feed Up,2026-02-26 14:00:46,Cola,17000,2,34000,2,Thursday,14
Oqtepa Lavash,2026-03-15 16:58:25,Burger,28000,3,84000,1,Sunday,16
Max Way,2026-03-09 19:15:34,Hot-dog,15000,3,45000,3,Monday,19
Oqtepa Lavash,2026-03-22 14:47:22,Pizza,34000,3,102000,1,Sunday,14
Oqtepa Lavash,2026-02-28 20:52:12,Burger,23000,3,69000,1,Saturday,20
Oqtepa Lavash,2026-03-09 18:22:07,Lavash,35500,3,106500,3,Monday,18
Evos,2026-03-07 08:14:55,Burger,35500,1,35500,2,Saturday,8
KFC,2026-03-22 19:16:04,Lavash,31500,1,31500,2,Sunday,19
Feed Up,2026-03-05 13:44:31,Lavash,32000,3,96000,1,Thursday,13
Feed Up,2026-03-19 20:52:43,Lavash,26500,1,26500,2,Thursday,20
Evos,2026-03-10 20:55:33,Burger,29000,2,58000,2,Tuesday,20
Max Way,2026-03-22 12:08:52,Hot-dog,16500,1,16500,1,Sunday,12
KFC,2026-03-10 19:31:57,Cola,18000,1,18000,1,Tuesday,19
Max Way,2026-03-05 23:57:01,Cola,17000,2,34000,1,Thursday,23
Evos,2026-03-19 12:37:56,Fries,17000,3,51000,1,Thursday,12
Evos,2026-02-28 19:15:45,Cola,16500,1,16500,3,Saturday,19
KFC,2026-03-25 08:32:09,Pizza,34500,1,34500,1,Wednesday,8
Max Way,2026-03-01 11:27:04,Burger,35500,2,71000,1,Sunday,11
Oqtepa Lavash,2026-03-03 19:18:36,Hot-dog,24000,2,48000,3,Tuesday,19
Evos,2026-03-26 11:41:19,Pizza,37500,1,37500,2,Thursday,11
Oqtepa Lavash,2026-02-27 12:55:02,Lavash,24000,1,24000,1,Friday,12
Evos,2026-03-01 08:21:23,Pizza,35000,5,175000,1,Sunday,8
Oqtepa Lavash,2026-03-11 22:09:43,Lavash,34500,1,34500,1,Wednesday,22
Feed Up,2026-03-22 18:08:42,Burger,24500,2,49000,2,Sunday,18
Evos,2026-03-21 21:35:37,Burger,37500,3,112500,3,Saturday,21
KFC,2026-03-12 13:23:55,Burger,24000,1,24000,1,Thursday,13
Max Way,2026-03-04 14:34:36,Lavash,27500,2,55000,2,Wednesday,14
KFC,2026-03-13 11:17:23,Lavash,25500,2,51000,1,Friday,11
KFC,2026-03-13 20:41:47,Burger,36500,4,146000,1,Friday,20
Evos,2026-03-18 14:37:42,Pizza,36000,3,108000,2,Wednesday,14
Evos,2026-03-21 12:31:51,Pizza,35000,2,70000,1,Saturday,12
Feed Up,2026-03-27 17:15:42,Lavash,30000,3,90000,1,Friday,17
Feed Up,2026-03-15 19:37:11,Fries,18500,1,18500,1,Sunday,19
Evos,2026-03-04 12:26:57,Cola,16500,1,16500,3,Wednesday,12
KFC,2026-02-28 12:29:35,Cola,17500,1,17500,1,Saturday,12
Feed Up,2026-03-16 18:48:14,Burger,32000,1,32000,3,Monday,18
KFC,2026-03-25 14:37:43,Burger,35000,2,70000,2,Wednesday,14
Max Way,2026-03-26 15:56:10,Burger,26000,5,130000,2,Thursday,15
KFC,2026-02-27 19:43:42,Lavash,24000,4,96000,1,Friday,19
KFC,2026-03-20 06:07:50,Burger,27500,1,27500,1,Friday,6
Oqtepa Lavash,2026-03-14 01:17:06,Pizza,30000,5,150000,3,Saturday,1
Max Way,2026-02-28 13:17:09,Burger,35500,1,35500,1,Saturday,13
KFC,2026-02-28 11:35:26,Cola,16500,1,16500,2,Saturday,11
Feed Up,2026-03-11 01:15:10,Burger,32000,2,64000,1,Wednesday,1
Oqtepa Lavash,2026-03-21 02:15:08,Burger,31500,4,126000,2,Saturday,2
KFC,2026-03-15 14:57:16,Pizza,39500,3,118500,2,Sunday,14
KFC,2026-02-28 19:14:32,Pizza,31500,3,94500,1,Saturday,19
Max Way,2026-03-25 15:16:25,Hot-dog,24000,1,24000,1,Wednesday,15
Oqtepa Lavash,2026-03-01 21:12:03,Burger,24500,2,49000,2,Sunday,21
Oqtepa Lavash,2026-02-28 11:22:44,Lavash,30000,3,90000,1,Saturday,11
KFC,2026-03-08 07:52:30,Lavash,24500,1,24500,1,Sunday,7
Feed Up,2026-03-03 20:22:56,Burger,34000,3,102000,1,Tuesday,20
Evos,2026-03-26 18:13:24,Fries,16000,1,16000,2,Thursday,18
Max Way,2026-02-28 12:06:40,Lavash,25000,1,25000,2,Saturday,12
Feed Up,2026-02-27 01:06:15,Pizza,36000,3,108000,1,Friday,1
KFC,2026-03-01 07:43:19,Burger,30000,1,30000,2,Sunday,7
KFC,2026-03-27 11:48:23,Burger,28000,2,56000,2,Friday,11
Oqtepa Lavash,2026-03-01 13:43:20,Burger,31500,1,31500,1,Sunday,13
KFC,2026-03-06 20:20:13,Lavash,31000,3,93000,3,Friday,20
Oqtepa Lavash,2026-03-09 08:41:39,Cola,16000,1,16000,1,Monday,8
KFC,2026-03-22 12:02:11,Pizza,33000,1,33000,1,Sunday,12
Oqtepa Lavash,2026-03-08 05:13:42,Lavash,35500,4,142000,1,Sunday,5
Max Way,2026-02-27 02:51:31,Burger,32000,1,32000,1,Friday,2
Max Way,2026-03-18 21:52:28,Lavash,27000,2,54000,2,Wednesday,21
KFC,2026-03-08 11:44:30,Fries,18500,2,37000,1,Sunday,11
KFC,2026-03-09 19:15:02,Lavash,28500,2,57000,2,Monday,19
Evos,2026-03-14 20:59:08,Lavash,30000,1,30000,1,Saturday,20
Feed Up,2026-03-08 12:13:31,Pizza,37000,2,74000,2,Sunday,12
KFC,2026-03-24 20:41:51,Pizza,36000,1,36000,1,Tuesday,20
Evos,2026-03-05 13:55:23,Fries,17000,3,51000,1,Thursday,13
Evos,2026-02-28 13:36:53,Burger,29000,1,29000,2,Saturday,13
Evos,2026-03-14 13:08:23,Lavash,34500,4,138000,2,Saturday,13
KFC,2026-03-01 13:03:13,Burger,26000,2,52000,2,Sunday,13
Evos,2026-03-18 15:15:43,Hot-dog,23000,4,92000,1,Wednesday,15
Oqtepa Lavash,2026-03-14 12:43:59,Lavash,27500,2,55000,2,Saturday,12
Max Way,2026-03-14 18:21:59,Fries,21000,1,21000,2,Saturday,18
Feed Up,2026-03-08 13:32:56,Hot-dog,16500,1,16500,2,Sunday,13
KFC,2026-03-23 18:55:42,Burger,26500,2,53000,1,Monday,18
Evos,2026-03-25 11:01:10,Fries,16500,2,33000,1,Wednesday,11
Feed Up,2026-03-12 07:26:58,Fries,21500,1,21500,1,Thursday,7
Max Way,2026-03-06 21:21:42,Cola,16000,1,16000,1,Friday,21
Oqtepa Lavash,2026-03-26 21:22:00,Burger,26000,3,78000,2,Thursday,21
Max Way,2026-02-27 19:18:43,Pizza,40000,1,40000,1,Friday,19
KFC,2026-03-27 21:28:49,Cola,16500,2,33000,2,Friday,21
Evos,2026-03-07 11:58:48,Pizza,33500,3,100500,3,Saturday,11
Oqtepa Lavash,2026-03-01 13:13:38,Hot-dog,21500,3,64500,1,Sunday,13
Evos,2026-03-01 01:24:00,Cola,16500,2,33000,1,Sunday,1
Evos,2026-03-16 21:44:33,Fries,18000,5,90000,1,Monday,21
KFC,2026-03-25 12:55:31,Cola,15000,2,30000,1,Wednesday,12
Evos,2026-03-08 00:36:35,Cola,15500,1,15500,1,Sunday,0
Evos,2026-03-27 05:39:13,Fries,21500,1,21500,1,Friday,5
KFC,2026-03-27 16:12:56,Lavash,28000,5,140000,2,Friday,16
Max Way,2026-03-27 09:44:29,Lavash,34500,4,138000,1,Friday,9
Max Way,2026-02-26 09:34:45,Fries,15000,1,15000,1,Thursday,9
Evos,2026-03-17 14:55:10,Lavash,36000,1,36000,1,Tuesday,14
KFC,2026-03-02 16:41:44,Lavash,29000,2,58000,2,Monday,16
Evos,2026-03-21 19:58:49,Lavash,33500,2,67000,1,Saturday,19
Oqtepa Lavash,2026-03-11 16:12:10,Burger,28000,1,28000,3,Wednesday,16
Max Way,2026-03-10 00:38:18,Lavash,25000,2,50000,1,Tuesday,0
Feed Up,2026-03-01 11:01:03,Hot-dog,22000,2,44000,1,Sunday,11
Max Way,2026-03-18 14:21:43,Burger,32500,5,162500,1,Wednesday,14
Oqtepa Lavash,2026-03-07 04:39:53,Hot-dog,22000,1,22000,1,Saturday,4
Oqtepa Lavash,2026-03-09 13:32:27,Burger,32500,1,32500,3,Monday,13
Oqtepa Lavash,2026-02-27 19:58:14,Hot-dog,23500,1,23500,2,Friday,19
Feed Up,2026-03-18 21:09:06,Hot-dog,22500,4,90000,1,Wednesday,21
Evos,2026-03-23 20:57:18,Burger,25000,2,50000,2,Monday,20
Feed Up,2026-03-08 11:02:28,Hot-dog,23500,4,94000,1,Sunday,11
Feed Up,2026-03-13 20:59:44,Burger,33500,2,67000,1,Friday,20
Max Way,2026-02-28 13:51:59,Cola,16500,2,33000,1,Saturday,13
Oqtepa Lavash,2026-03-13 17:41:37,Cola,16500,2,33000,2,Friday,17
Evos,2026-02-28 09:36:13,Burger,25500,2,51000,1,Saturday,9
Max Way,2026-03-27 21:16:15,Pizza,37000,2,74000,1,Friday,21
Evos,2026-03-16 10:22:04,Lavash,32000,4,128000,1,Monday,10
KFC,2026-03-10 18:37:08,Lavash,36000,1,36000,3,Tuesday,18
KFC,2026-03-17 21:10:30,Cola,15500,5,77500,2,Tuesday,21
Evos,2026-03-24 23:04:09,Burger,29500,1,29500,1,Tuesday,23
Oqtepa Lavash,2026-03-22 12:37:07,Pizza,35500,1,35500,2,Sunday,12
Evos,2026-03-08 00:34:50,Hot-dog,15000,4,60000,1,Sunday,0
Max Way,2026-03-09 16:44:13,Burger,22500,1,22500,3,Monday,16
Evos,2026-03-05 17:21:41,Fries,16500,1,16500,1,Thursday,17
Oqtepa Lavash,2026-03-06 20:38:54,Cola,16500,4,66000,2,Friday,20
KFC,2026-03-12 04:02:01,Lavash,31500,1,31500,1,Thursday,4
KFC,2026-03-05 13:03:50,Hot-dog,19000,3,57000,1,Thursday,13
Feed Up,2026-03-07 21:12:24,Burger,36000,1,36000,2,Saturday,21
KFC,2026-03-05 21:29:27,Fries,16000,4,64000,3,Thursday,21
Feed Up,2026-03-21 20:47:20,Hot-dog,19000,5,95000,2,Saturday,20
Oqtepa Lavash,2026-03-01 19:46:31,Lavash,28500,1,28500,1,Sunday,19
Max Way,2026-03-16 11:46:46,Fries,19500,2,39000,1,Monday,11
Oqtepa Lavash,2026-03-18 09:40:10,Hot-dog,17000,1,17000,1,Wednesday,9
Feed Up,2026-03-13 20:58:10,Fries,15500,1,15500,2,Friday,20
Evos,2026-03-01 20:08:42,Hot-dog,15000,1,15000,1,Sunday,20
Max Way,2026-03-08 13:50:30,Cola,15000,2,30000,2,Sunday,13
Oqtepa Lavash,2026-03-11 18:24:00,Hot-dog,19500,1,19500,1,Wednesday,18
KFC,2026-03-24 13:52:47,Pizza,34500,2,69000,2,Tuesday,13
Max Way,2026-03-17 13:52:25,Hot-dog,20500,3,61500,2,Tuesday,13
Oqtepa Lavash,2026-03-12 13:35:22,Fries,16000,1,16000,2,Thursday,13
Feed Up,2026-03-01 13:21:56,Fries,17500,4,70000,1,Sunday,13
Oqtepa Lavash,2026-03-15 14:33:08,Burger,38000,2,76000,1,Sunday,14
Oqtepa Lavash,2026-03-01 00:04:43,Hot-dog,23500,2,47000,1,Sunday,0
Feed Up,2026-03-22 13:43:14,Lavash,34000,2,68000,2,Sunday,13
Oqtepa Lavash,2026-03-21 09:26:55,Lavash,30500,1,30500,1,Saturday,9
Evos,2026-03-05 05:05:34,Fries,20500,1,20500,1,Thursday,5
Feed Up,2026-02-26 07:58:07,Lavash,32000,1,32000,1,Thursday,7
Oqtepa Lavash,2026-03-07 14:20:23,Burger,26000,3,78000,1,Saturday,14
Max Way,2026-02-28 10:38:29,Lavash,28000,2,56000,2,Saturday,10
Max Way,2026-03-25 21:56:34,Burger,28000,3,84000,1,Wednesday,21
Feed Up,2026-03-07 21:27:58,Pizza,39500,2,79000,2,Saturday,21
Max Way,2026-03-22 18:36:22,Lavash,35000,4,140000,1,Sunday,18
Max Way,2026-03-16 21:20:43,Lavash,30000,4,120000,2,Monday,21
Max Way,2026-03-27 19:58:47,Hot-dog,21500,1,21500,2,Friday,19
Feed Up,2026-03-11 18:10:37,Burger,28000,2,56000,2,Wednesday,18
Feed Up,2026-03-10 20:53:07,Burger,37500,5,187500,1,Tuesday,20
Oqtepa Lavash,2026-03-22 20:03:05,Pizza,30000,1,30000,3,Sunday,20
KFC,2026-02-28 19:43:50,Burger,32000,4,128000,2,Saturday,19
Feed Up,2026-03-03 21:29:10,Fries,15500,4,62000,1,Tuesday,21
Feed Up,2026-02-28 04:17:57,Burger,33000,3,99000,1,Saturday,4
KFC,2026-03-19 13:11:09,Fries,15000,1,15000,1,Thursday,13
Oqtepa Lavash,2026-03-04 11:43:22,Pizza,30500,2,61000,1,Wednesday,11
KFC,2026-03-07 18:05:17,Burger,22000,1,22000,2,Saturday,18
Oqtepa Lavash,2026-03-15 14:18:04,Cola,17500,1,17500,1,Sunday,14
Evos,2026-03-07 19:22:03,Burger,37500,1,37500,1,Saturday,19
Feed Up,2026-03-20 11:11:32,Pizza,30500,4,122000,2,Friday,11
Feed Up,2026-03-11 09:17:00,Pizza,34500,4,138000,1,Wednesday,9
Evos,2026-03-11 07:35:11,Pizza,33500,3,100500,2,Wednesday,7
Evos,2026-03-20 14:40:41,Cola,15500,2,31000,1,Friday,14
Evos,2026-03-10 13:30:14,Burger,32500,1,32500,1,Tuesday,13
Evos,2026-02-28 21:26:27,Burger,25000,1,25000,2,Saturday,21
Max Way,2026-03-15 20:38:17,Hot-dog,17500,2,35000,1,Sunday,20
Evos,2026-02-28 17:13:56,Lavash,28000,4,112000,1,Saturday,17
Evos,2026-03-02 16:47:34,Lavash,33500,3,100500,1,Monday,16
Evos,2026-03-11 10:45:56,Burger,24000,4,96000,1,Wednesday,10
Max Way,2026-03-11 08:38:07,Lavash,26000,5,130000,1,Wednesday,8
Evos,2026-03-08 13:58:05,Hot-dog,19500,3,58500,1,Sunday,13
KFC,2026-03-17 22:02:53,Burger,34500,4,138000,2,Tuesday,22
Oqtepa Lavash,2026-02-26 11:16:12,Lavash,30000,1,30000,1,Thursday,11
Oqtepa Lavash,2026-03-22 19:36:51,Lavash,30500,2,61000,1,Sunday,19
Evos,2026-03-25 00:03:29,Hot-dog,17000,1,17000,2,Wednesday,0
Oqtepa Lavash,2026-03-05 09:32:03,Hot-dog,23000,4,92000,3,Thursday,9
Feed Up,2026-03-12 05:58:13,Burger,28000,2,56000,1,Thursday,5
Evos,2026-02-27 06:27:13,Lavash,34000,5,170000,1,Friday,6
KFC,2026-03-26 21:56:21,Burger,31000,2,62000,1,Thursday,21
Evos,2026-03-17 21:41:01,Lavash,27500,1,27500,2,Tuesday,21
Max Way,2026-03-19 20:22:41,Lavash,36000,3,108000,2,Thursday,20
Max Way,2026-03-21 12:47:26,Cola,17500,1,17500,1,Saturday,12
Oqtepa Lavash,2026-03-27 19:52:32,Lavash,29500,1,29500,2,Friday,19
Feed Up,2026-03-17 12:52:36,Burger,33500,4,134000,1,Tuesday,12
KFC,2026-03-21 17:49:58,Lavash,27500,3,82500,1,Saturday,17
Oqtepa Lavash,2026-03-22 19:33:16,Lavash,34000,1,34000,1,Sunday,19
Evos,2026-03-01 07:16:21,Cola,16000,2,32000,1,Sunday,7
Oqtepa Lavash,2026-03-11 08:31:25,Hot-dog,21500,1,21500,1,Wednesday,8
Evos,2026-03-04 10:54:30,Burger,23000,2,46000,1,Wednesday,10
Max Way,2026-03-14 08:39:49,Lavash,27000,2,54000,2,Saturday,8
Oqtepa Lavash,2026-03-03 09:38:40,Cola,16000,1,16000,2,Tuesday,9
Max Way,2026-03-07 13:08:35,Cola,16000,1,16000,2,Saturday,13
Max Way,2026-03-21 10:03:58,Pizza,38500,2,77000,3,Saturday,10
Max Way,2026-03-20 13:43:39,Pizza,30000,1,30000,3,Friday,13
Max Way,2026-03-09 22:24:38,Burger,31500,3,94500,1,Monday,22
Feed Up,2026-03-17 15:19:13,Fries,19000,2,38000,1,Tuesday,15
KFC,2026-03-19 14:21:37,Burger,27500,1,27500,2,Thursday,14
Evos,2026-03-03 12:48:54,Burger,26500,1,26500,3,Tuesday,12
Evos,2026-03-22 14:40:19,Burger,35000,4,140000,2,Sunday,14
Max Way,2026-03-26 18:17:29,Lavash,26500,1,26500,2,Thursday,18
Evos,2026-03-23 22:26:25,Pizza,31500,1,31500,1,Monday,22
Feed Up,2026-03-20 07:03:24,Pizza,38000,2,76000,1,Friday,7
Max Way,2026-03-20 18:30:39,Hot-dog,17500,1,17500,1,Friday,18
Feed Up,2026-02-26 11:59:50,Lavash,36000,3,108000,3,Thursday,11
Oqtepa Lavash,2026-03-10 18:26:51,Burger,24500,1,24500,1,Tuesday,18
Evos,2026-03-14 18:15:55,Pizza,31500,2,63000,1,Saturday,18
Evos,2026-03-03 13:37:04,Pizza,32000,3,96000,2,Tuesday,13
Evos,2026-03-15 19:40:39,Cola,17000,3,51000,1,Sunday,19
Max Way,2026-03-25 02:24:13,Lavash,25500,2,51000,1,Wednesday,2
Evos,2026-03-05 07:09:13,Pizza,31000,4,124000,1,Thursday,7
KFC,2026-03-18 18:18:49,Pizza,30000,2,60000,1,Wednesday,18
Evos,2026-03-05 14:58:27,Lavash,31500,1,31500,2,Thursday,14
Evos,2026-02-26 20:15:06,Burger,36500,2,73000,1,Thursday,20
Feed Up,2026-02-26 18:44:06,Hot-dog,24000,2,48000,2,Thursday,18
Evos,2026-03-23 20:56:13,Burger,27500,4,110000,2,Monday,20
Max Way,2026-03-04 20:58:49,Lavash,31500,1,31500,3,Wednesday,20
